2.222701229619298946e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-1.118132652567820629e-01,-1.290492529806996913e-01,-0.000000000000000000e+00.5,0.000000000000000000e+00,-5.278662439866257938e-02,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-1.362274324394906200e-01,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,0.000000000000000000e+00.1,-6.437412874172013244e-02,0.000000000000000000e+00.2,-0.000000000000000000e+00.15,4.868720495792896313e-02,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-0.000000000000000000e+00.16,0.000000000000000000e+00.5,-0.000000000000000000e+00.17,-5.038235204702293246e-02,0.000000000000000000e+00.6,-0.000000000000000000e+00.18,0.000000000000000000e+00.7,-0.000000000000000000e+00.19,0.000000000000000000e+00.8,-0.000000000000000000e+00.20,0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.21,0.000000000000000000e+00.14,0.000000000000000000e+00.15,-0.000000000000000000e+00.22,0.000000000000000000e+00.16,-2.190388814802665951e-01,-0.000000000000000000e+00.23,-4.942638162383486966e-01,-1.501080893639736291e-01,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,0.000000000000000000e+00.17,-1.971110303951722695e-02,-3.779057356447002025e-01,-0.000000000000000000e+00.26,-4.316049138032225507e-02,-1.498486448405713656e-01,0.000000000000000000e+00.18,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,-0.000000000000000000e+00.31,-2.991350022365347194e-01,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,0.000000000000000000e+00.19,-0.000000000000000000e+00.35,0.000000000000000000e+00.20,-0.000000000000000000e+00.36,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-0.000000000000000000e+00.37,0.000000000000000000e+00.23,-0.000000000000000000e+00.38,-0.000000000000000000e+00.39,0.000000000000000000e+00.24,9.515132784054204651e-02,0.000000000000000000e+00.25,1.152735252340182509e-01,0.000000000000000000e+00.26,-0.000000000000000000e+00.40,0.000000000000000000e+00.27,1.249749568966337515e-01,-0.000000000000000000e+00.41,0.000000000000000000e+00.28,-0.000000000000000000e+00.42,-1.768587918803208869e-01,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,-0.000000000000000000e+00.43,0.000000000000000000e+00.32,0.000000000000000000e+00.33,-2.348773575951584314e-01,-0.000000000000000000e+00.44
-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.3675090068314772,-0.43609065931508006,3.489698343650563,-0.1995118473673056,-0.0,-0.0,0.06741235424682687,-0.6276796116848604,0.360487843012544,-0.0,0.2401374217078454,0.0,0.0,0.0,-0.2191500130705757,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.07507071497694764,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1012715291891558,-0.848504786059377,-0.0,-0.0,-0.0,-0.05887436896828348,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.4134431691874962,-0.3700091342009964,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.08052233193041862,0.0,-0.0,-0.0,-0.0,-0.015815059279626714,0.0,-0.0
-0.0,-0.0,0.0,-0.0,-0.04847231401785245,0.0,-0.0,0.0,-0.0,-0.0,-0.00950678648956184,-0.1995118473673056,3.736647458761052,-0.2608761563036295,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.03944163038745768,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.23488486122575464,-0.6020891826798744,-1.9885163924029812,-0.4626701861679481,-0.0432540636643676,-0.0257452658884027,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.036306092718884186,-0.0,-0.0,0.0,0.0,-0.0,-0.05108640786519529,-0.0,0.0,0.0,-0.0,0.0,-0.041286984940859965,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.016380874458126127,-0.0,-0.0,-0.2608761563036295,3.315468200974481,-0.8273190992592173,0.0,-0.0,0.0,-0.47881578207059006,0.0,-0.0,0.0,-0.02598652881418351,-0.0,0.0,-0.0,-0.0,-0.06928662805184187,-0.0,-0.14468114816981675,-0.05193828564851252,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.022316196998850176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009704008621233598,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.13643392923678088,-0.0,-0.0,-0.07467272414510198,-0.5863557966724461,-0.0,-0.5366854879775045,0.09735368535195049,-0.0,0.0,0.0,0.0,0.0,-0.20316095631044992,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.022425288568068576,0.0,0.0,0.0,-0.18928103415796088,-0.0,0.0,0.03611827193418929,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.16538941676300703,-0.0,-0.0,-0.8273190992592173,2.900534335327582,0.0,-0.03187059000593407,0.0,-0.31098700807831103,0.0,-0.39930776126591294,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.046925000012528154,-0.0,-0.0,-0.17438668756210443,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.033269660113444365,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.015049495678958134,-0.0,-0.0,-0.8371001783353466,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04994081135546784,-0.1319991986129294,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.014073498130665564,-0.0,-0.053055359671784166,-0.0,-0.0,0.0,-0.0
-0.0,-0.012196994486556404,0.0,-0.0,-0.0,0.0,-0.0,-0.2771931583564546,0.0,0.0,0.0,0.06741235424682687,0.0,0.0,0.0,2.6659259914196625,0.0,-0.31229045064110894,-0.0,-0.2313938363533228,-0.0,-0.0,-0.0,-0.1176286416683186,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.33395371712419525,-0.0,-0.0,0.3106687142759934,0.0,0.0,-0.0,-0.06081217348069695,0.0,-0.0,-0.06735721585750945,0.0,0.0,0.0,-0.0,0.0,0.008422709825357417,0.042926277214949585,-0.28410339267011747,-0.0,-1.0659666788314723,-0.0,0.06942473294809756,0.06748260923357478,-0.20870543897210664,0.0,-0.0,0.0,0.03589125876330608,0.0,0.055744698977868726,-0.0,-0.0,0.0,-0.0,-0.0,-0.04358666114176319,-0.0,-0.29431253447570704,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.05615896779106526,-0.0,0.0,-0.0,0.0,-0.0,-0.08281297056689378,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.1260882268897053,0.0,0.0,0.006132749177524228,0.0
-0.0,-0.0,-0.0,-0.0,-0.0038556556241886087,-0.0,0.0,0.0,-0.0,-0.0,-0.05175268136455383,-0.6276796116848604,-0.0,-0.0,-0.03187059000593407,0.0,2.4205494825720626,0.0,-0.0507794844282154,0.03862634470173833,0.0,-0.2041176236991742,-0.0,-0.49440477238582514,-0.23355703716550155,-0.0,0.0,-0.041384007997944304,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.12514100669586903,-0.0,-0.0,-0.0,-0.030306546379296015,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.016164599939685092,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10563315956695364,-0.0,0.0,-0.18156888729589188,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.3080994678595171,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.13622743243949062,0.0,0.0,0.0,-0.0,0.0,-0.0022737079415604535,-0.26063272328525383,-0.0,0.0,0.0,0.360487843012544,-0.0,0.0,0.0,-0.31229045064110894,0.0,4.6715750539846015,0.0,-0.9608682324047166,-0.1321155173935438,-0.0,-0.573395385728907,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.6817207093505286,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.020607725919241864,0.0,0.0,0.0,-0.0516304650727512,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.6171140521912751,-0.7325848443575682,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.03885062535611388,0.0,0.14649920376480546,0.0,0.024124848416411934,0.15728612158147706,-0.0,0.0
-0.0,0.0,0.0,-0.0,0.0,0.09333868761851584,-0.3321332275082099,0.0,0.0,0.0,-0.2893271695347224,-0.0,-0.0,-0.47881578207059006,-0.31098700807831103,-0.0,-0.0507794844282154,0.0,2.6025599599978846,0.0,-0.0,0.0,-0.3052862874246356,-0.0,0.0,-0.0,-0.02368771945327962,-0.061240662705082494,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.02179272931719818,-0.0,-0.0,0.0,-0.0,-0.0,-0.16685408885533734,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0782797967673782,0.0,-0.0,-0.0,-0.2137682619513658,-0.3948352261434754,-0.10126795086314697,0.0,-0.10347956580370243,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10069595062196288,0.0,-0.01874245180592364,-0.0,0.0,0.0,-0.041358438728008005,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
-0.0,-0.0,0.19277588168863355,0.0,-0.0,0.0,-0.36937177850662406,-0.0,-0.0,0.0,0.06182493434086411,0.2401374217078454,0.0,0.0,0.0,-0.2313938363533228,0.03862634470173833,-0.9608682324047166,0.0,3.2596501975531487,-0.0,0.0,-0.0,0.0,0.08528971328349583,0.22571074507911795,-0.04097606651067584,-0.0,-0.2566639732467765,0.0,-0.0,0.01656620579940386,-0.0,-0.22012638192867537,-0.0,-0.45701832499535,-0.024762201439300597,0.0,-0.0,-0.0,-0.34071466223509167,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.16453601362055248,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.08199768699783443,0.0,-0.21002848001301033,0.0,-0.0,-0.2546122370857804,-0.16232760633971383,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.07548938534697783,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.36841822951671466,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.16381329697576652,-0.4410264774627459,0.0,-0.0,0.0,-0.0,-0.0,-0.39930776126591294,-0.0,0.0,-0.1321155173935438,-0.0,-0.0,2.4965997878353097,-0.0,-0.32193584624307214,-0.0,0.15099049271147633,-0.0,-0.0,-0.13073249091396205,-0.1307750668850666,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.030047920765143725,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.14011625414306947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21116787711042367,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.2797213793018119,0.0,-0.0,-0.0,-0.0,-0.37511363425722893,-0.0,-0.11120195976996416,0.07834256425864888,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.07578167175547505,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
