1.718777568458729199e+00,-0.000000000000000000e+00,-3.114023195648262243e-01,-4.408966975442257796e-02,-0.000000000000000000e+00.1,-3.138252604110679245e-03,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,0.000000000000000000e+00.1,0.000000000000000000e+00.2,0.000000000000000000e+00.3,-0.000000000000000000e+00.6,-8.148337666012585301e-02,0.000000000000000000e+00.4,-3.274855812708158537e-02,0.000000000000000000e+00.5,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,0.000000000000000000e+00.6,-0.000000000000000000e+00.9,0.000000000000000000e+00.7,-1.205997842329801506e-01,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,0.000000000000000000e+00.8,-0.000000000000000000e+00.12,0.000000000000000000e+00.9,-7.420357433824274762e-02,-4.329271081024276269e-01,-2.145360502285661441e-01,-0.000000000000000000e+00.13,0.000000000000000000e+00.10,-4.383490216359675617e-02,0.000000000000000000e+00.11,-2.454701353686782328e-01,0.000000000000000000e+00.12,-0.000000000000000000e+00.14,0.000000000000000000e+00.13,0.000000000000000000e+00.14,0.000000000000000000e+00.15,-0.000000000000000000e+00.15,1.455848114982015440e-01,0.000000000000000000e+00.16,1.033699151447239027e-02,-0.000000000000000000e+00.16,-8.728201073031503776e-02,0.000000000000000000e+00.17,-1.957543142411673764e-01,-0.000000000000000000e+00.17,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,0.000000000000000000e+00.18,-0.000000000000000000e+00.21,0.000000000000000000e+00.19,0.000000000000000000e+00.20,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,1.748536228818270422e-02,0.000000000000000000e+00.21,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-1.280582117039880674e-01,0.000000000000000000e+00.24,-0.000000000000000000e+00.29,0.000000000000000000e+00.25,-0.000000000000000000e+00.30,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-4.132966456129870056e-03,-0.000000000000000000e+00.34,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,5.528499193221309005e-02,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,1.159771393330681633e-02,-0.000000000000000000e+00.35,1.353319587647681121e-01,0.000000000000000000e+00.32,0.000000000000000000e+00.33,3.099192863914115303e-01,-3.110020738008257082e-02,0.000000000000000000e+00.34,0.000000000000000000e+00.35,0.000000000000000000e+00.36,-0.000000000000000000e+00.36,0.000000000000000000e+00.37,5.586854652861351911e-02
0.0,0.09241797074006575,0.0,0.0,0.16089860212460927,0.0,0.0,0.0,0.0,-0.23914744573224775,-0.4947123185346895,1.9132698294449575,-0.13130410961053324,-0.22049830303929713,-0.1541036827037597,0.0,-0.011394027067669269,0.029393264853099763,-0.0,0.0,-0.0,-0.0,0.0,-0.05855138913723068,-0.008261557930347867,-0.2260233143633664,-0.0,-0.30276902354263974,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.16046464178241363,-0.0,-0.0,0.0,0.0,-0.0,0.006555235114936748,0.0,-0.0,0.0,0.0,0.0,0.10885366733325554,0.0,0.0,0.01841721418099943,0.0,-0.2735630402184904,0.07018474778029761,0.0,-0.0,-0.05092633008285347,0.0,0.0,-0.13281551047429246,0.0,-0.05954047104251328,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.18938044719131353,0.0,0.0,0.0,0.0,0.2109660312249264,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.13130410961053324,2.308630138313032,-0.23722491869401105,0.0,0.0,-0.13926014823388733,0.0,-0.0,-0.0,-0.0,-0.0,0.02122036853898651,0.01847630655691892,-0.0,-0.0,0.0,0.0,0.0,0.08222019810825607,0.0,0.0,0.021559581543905575,0.0,0.0,-0.0,-0.0724558868199832,0.010423402688321847,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.060456064400808064,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.15079021976007273,-1.37368585909437,-0.2635711573923836,0.0,0.0,0.14455124858909707,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.026734170012870227,0.0,0.0,0.0,-0.0,0.0,0.26997586902072834,-0.0,-0.0,-0.044519101585761264,0.0,0.0,-0.0,0.0,-0.0,0.0,0.005850707124255793,0.02426174181095212,0.0,0.0,-0.07874973998985585,0.0,0.0011605763351971768,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.22049830303929713,-0.23722491869401105,2.943209693973905,-0.4484859306871135,-0.0,-0.06459992291027475,0.0,-0.6096995102313365,0.0,-0.0,-0.016578269482940236,-0.0,0.0,0.15203741158610687,0.0,-0.0,-0.3367124857409636,0.0,-0.26025643583315045,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.056113389606993226,-0.0,-0.0,0.0,0.0,-0.06994263929552572,-0.0,-0.0,-0.0,-0.0,0.0,0.06114306534815408,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.32911488222276103,-0.9280323062729414,-0.0,-0.0,0.0,-0.07554810738165765,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1289706394593856,0.0,0.0,0.0,-0.0,0.0,0.0,0.059818161292623455,0.0,0.027882788565827224,0.008557663874392855,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.06769958623075156,-0.0750832576874951,-0.1541036827037597,0.0,-0.4484859306871135,3.924588644921039,-0.0,-0.0,0.0,-0.0,0.0,-0.2418077912778961,-0.0,-0.017551606565827414,-0.08933366061652893,0.0,0.0,-0.0,-0.0008783922756929495,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.04810344916685469,-0.0,-0.0,0.0,0.0,-0.01727904563117902,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.10425062469099788,0.0,0.0,0.0,-0.11079750120595852,-0.0,-0.3456764919248638,-1.9112344845030984,-0.0,-0.0,-0.0,-0.0,-0.12212292266620405,-0.0,-0.10586018683670279,-0.0,-0.0,0.0,-0.18905263233213093,-0.0,-0.0,-0.0,-0.0,-0.0,-0.17441857295553312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.175258178651797,0.0,-0.08541713808391697,0.0,-0.0,0.0,-0.049103388775386926,-0.0,-0.0
-0.08148337666012585,-0.3437860269465614,-0.0,-0.0,-0.0,-0.0,-0.3718125232006007,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,3.307790962174583,-0.0,-0.5662126515254692,-0.274776402302951,-0.0,-0.0,-0.08000033816504083,-0.06032360933950585,-0.004242877256241622,0.0,-0.0,0.0,0.0,-0.1590839855858452,-0.0,-0.0,0.0,-0.23112164962270323,-0.3698660159512481,-0.0,0.0,-0.0,-0.0,0.0,-0.05245104018663976,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09990246401916705,-0.6708651540754065,-0.0,0.0,0.0,-0.0,0.0,0.0,0.1467279378945992,0.23547415772232716,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11833338240156548,-0.05590816451784835,-0.0,-0.04231575091886712,-0.0,-0.0,0.0,-0.0,-0.06611109491735127,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.010523864659964728,-0.0,0.0,0.0,-0.07084765888637318,-0.0,0.0
0.0,0.0,0.0,-0.0,-0.09720794937614675,-0.0,0.13664608886382254,0.0,-0.0,-0.1920213784914717,0.0,-0.011394027067669269,-0.13926014823388733,-0.06459992291027475,-0.0,-0.0,2.4895407252276645,-0.0,-0.8060457973670884,0.0,-0.0,-0.354803333407699,-0.2299213599105788,-0.223255913380453,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.12608007322268316,-0.07686931013269593,-0.0,-0.34794709748216535,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.05358770111274808,-0.0,-0.0,-0.0,0.0,-0.18415105620575653,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.020339486732953455,-0.0,-0.0,0.036172865633466,0.0,-0.0,0.0,0.0,-0.05993163997430682,-0.0,-0.0,-0.0,-0.0,0.06850906114987525,-0.0,0.0,0.0,0.0,0.0,0.0145174976483424,0.0,-0.0,-0.0,0.0
-0.032748558127081585,-0.16548778692440233,-0.07645935526134184,-0.0,-0.0,-0.0,-0.0,-0.44577397397876617,-0.0,0.0,0.17172926668367347,0.029393264853099763,0.0,0.0,0.0,-0.5662126515254692,-0.0,3.3527048321900534,-0.0,-0.2855930090264066,-0.0,-0.0,-0.5632065441319593,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.22402253558672516,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.19468619752935823,-0.0,-0.0,-0.176701550926241,-0.0,0.04811521976622237,0.0,0.0,-0.0,0.0,0.2588780986979644,-0.0,0.0,-0.0,0.0,0.0,-0.9933797074699507,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.004022791161650376
0.0,-0.0,0.23322574583913872,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.09863379802051764,-0.0,-0.0,-0.6096995102313365,-0.0,-0.274776402302951,-0.8060457973670884,-0.0,2.794055583729928,0.0,-0.06122931590671083,-0.1724292085928793,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.3738380555572256,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.028818963611659944,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.00838268069269071,0.0,-0.0,-0.25510386051117023,-0.0,-0.0,-0.16647889986623018,-0.2462353863636443,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.039383609163718795,0.0,-0.0,-0.0,-0.0,-0.06636114662004358,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04967700043838909
-0.0,-0.2524291753812213,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05144022621855143,-0.0,0.039223086875236894,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.2855930090264066,0.0,2.6787830183679526,-0.0,0.0,-0.0,0.0,0.0,0.1814919963793584,0.0,0.006244493124200902,-0.0,0.0,-0.0,0.013176574772628385,0.0,-0.0,0.0,-0.43526025022779424,0.0,-0.0,0.0,-0.08673159032093354,-0.0,-0.0,0.0,-0.15664978704078075,0.0,0.0,-0.0,-0.0,-0.33979778774301367,-0.12115322133212304,-0.0,-0.0,-0.047155286492979856,-0.023309633849020572,-0.0,-0.0,-0.05547315095490092,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.07726234060599449,0.0,0.0,-0.0,-0.05697837321490498,0.0,0.0,-0.0,-0.0,0.029273114896991543,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.6091069375488491,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.20056291244265367,-0.0
-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.11488399496509064,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2418077912778961,-0.0,-0.0,-0.0,-0.06122931590671083,-0.0,2.6522715519313493,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.02940277550614217,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.10489831186134776,0.1953607581189503,0.0,-0.08824335816736308,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.25091367823212773,-0.0,-0.0,-0.0,-0.28661789302256,-0.054148770667046445,-1.1464012391518628,-0.0,-0.0,-0.0,-0.0,0.0,-0.3137880925505692,0.0,-0.0,0.0,0.0,-0.0,-0.01920492593981442,-0.0,-0.0,0.0,-0.0,-0.0,-0.05382158491645184,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
