1.471815817158499184e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00.3,-0.000000000000000000e+00.4,0.000000000000000000e+00.4,6.103739285290156469e-02,0.000000000000000000e+00.5,0.000000000000000000e+00.6,0.000000000000000000e+00.7,-2.332722562306939473e-01,0.000000000000000000e+00.8,-0.000000000000000000e+00.5,0.000000000000000000e+00.9,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,2.509032474452968509e-01,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,0.000000000000000000e+00.10,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,1.037971512930353953e-02,-2.915749699055420474e-01,0.000000000000000000e+00.11,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,0.000000000000000000e+00.12,-2.423153179074286068e-01,0.000000000000000000e+00.13,4.199316945119561939e-02,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,1.033738966436349854e-01,-0.000000000000000000e+00.18,0.000000000000000000e+00.17,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-1.709124306013205252e-01,-0.000000000000000000e+00.23,-0.000000000000000000e+00.24,0.000000000000000000e+00.18,0.000000000000000000e+00.19,0.000000000000000000e+00.20,-0.000000000000000000e+00.25,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-4.956872906990775207e-03,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,-0.000000000000000000e+00.36,1.399696584181460979e-01,-0.000000000000000000e+00.37,-0.000000000000000000e+00.38,-0.000000000000000000e+00.39,-0.000000000000000000e+00.40,-0.000000000000000000e+00.41,0.000000000000000000e+00.25,0.000000000000000000e+00.26,-3.840310523305195262e-02,0.000000000000000000e+00.27,-0.000000000000000000e+00.42,-0.000000000000000000e+00.43,-0.000000000000000000e+00.44,-0.000000000000000000e+00.45,-0.000000000000000000e+00.46,-0.000000000000000000e+00.47,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,-0.000000000000000000e+00.48,-0.000000000000000000e+00.49,0.000000000000000000e+00.32,0.000000000000000000e+00.33,0.000000000000000000e+00.34,-3.819900357803862612e-01,-6.683374090321457517e-02
0.061037392852901565,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.29424932988745484,2.5341726005874925,-0.0,-0.2646302500970471,-0.1356967439569678,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.36044935567263614,-0.0,-0.7841368939154587,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10771482592495084,0.0,-0.0,-0.0,0.09135929163994644,0.0,-0.0,0.0,-0.300857750358584,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.13033982245642212,-0.0,-0.014840093418778687,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.608960232121299,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0659141200382453,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.2282813777109313,-0.0,-0.0,-0.0,-0.045134204974219286,0.0,0.0,-0.0,0.0,-0.0,0.365791634493452,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.07768377911859535,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21649836143038412,-0.0,-0.10252625051717922,-0.0,3.7396501783577567,-0.0,-0.5326804295957532,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3071218859666,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.2954536306297385,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.46271919902334735,-0.0,0.0,-0.0,-0.0,-0.0,-0.005843046901634102,-0.05476886346319773,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09826291441915729,-0.24111265977843,-0.0,-0.0,-0.0,-0.23783731351765072,-0.0,-1.818860753121128,-0.0,0.0,-0.0,-0.03148699286870835,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.07648000237884964,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.05312123882248917,-0.0
0.0,0.0,-0.0,0.0,0.0,-0.0,-0.39212808695644863,0.0,-0.0,-0.0,-0.0,-0.2646302500970471,-0.0,4.6141980171121215,-0.4485900338986232,-0.0,-0.0,0.0,-1.4091308540194356,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.37933444113645454,0.048660175510906366,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.19083859711468995,-0.0,0.0,-0.0,-0.0456993914195582,-0.0,-0.0,-0.21253129490090356,-0.0,-0.0,-0.0,-0.4405662112017177,-0.32267684533195784,-1.0174688101676603,-0.15179099605496355,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05438744097903336,0.048672132357667264,0.0,0.0,0.0,0.10770569535987096,0.0,0.0,0.0,0.0,0.0,0.04719286177532439,0.11677533187530675,-0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.314529402750698,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07792512385186774,-0.0,-0.1356967439569678,-0.5326804295957532,-0.4485900338986232,5.805561073814319,-0.0,-0.1719378590765253,-0.0,-0.3358417003549305,-0.0,-0.07320510563864802,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.4489004308370658,-0.13798282382463736,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.1317396475415747,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.35148123417007343,-0.5967287097806457,-0.0,-0.0,-2.214952847480787,-0.0,-0.0,-0.0,-0.0,-0.33860876456936534,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.022537190806109095,-0.0
-0.23327225623069395,-0.4886569076649727,-0.0,-0.38565586960395504,-0.0,-0.0,-0.30056741191137687,-0.06555205893065982,-0.0,-0.0,0.07621946235494327,-0.0,-0.0,-0.0,-0.0,4.045218932543049,-0.0,-0.08054674060840021,-0.0,-0.0,-0.0,-0.16413914059190043,-0.07343670794408248,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.6725278493749396,-0.3480330258054667,-0.0,-0.0,-0.0,0.0,-0.033781640888620665,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3012258112688526,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0984936031710713,-0.0,-0.0907200566646116,-0.6962166564830731,-0.39594036445351294,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03319816570955997,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1964983060665124,0.0,-0.0,-0.015431199301259442,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1719378590765253,-0.0,4.4568624175415055,-0.0,-1.0690165853913656,-0.144956842530076,-0.303413221455318,-0.0,-0.17989206356049156,-0.7051357687506724,0.0,0.0,-0.0,-0.07508929949449043,-0.2706363527861932,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.20692270109504787,-0.0,0.0,-0.0,-0.09665897302270327,-0.0,-0.13909335246560553,0.059814907744482795,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.30866639151985614,-0.34285031615158207,-0.0,-0.0,-0.0,-0.0,-0.06791356930522431,-0.0,-0.08231181488323482,0.0,-0.21246489132842708,-0.0,-0.0,0.0,-0.4810826608889352,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,0.0,0.0,-0.0,0.13665059230398008,-0.0,-0.0,0.0,0.007279050835751819,0.0,0.0,-0.0,0.0,-0.0,-0.08054674060840021,-0.0,4.9397495867603896,0.0,-0.7539781533039862,-0.0,-0.21893775879984248,-0.6148503623440965,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.3270333422353142,-0.0,-0.038899083711363754,0.0,0.0,0.0,0.0,-0.0,0.0,-0.2605737681137737,0.1593304384848711,-0.0,-0.0,-0.2776559178968324,-0.0,-0.1213979788998298,-0.0,-0.2207564691974775,0.0,-0.34602432386444115,-0.3097985978148377,0.10273283850360472,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.9208123016468931,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.04376460016931486,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.07460587839266883,0.0,0.0,-0.0,0.0
0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4091308540194356,-0.3358417003549305,-0.0,-1.0690165853913656,0.0,4.378207698349764,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.061436175973866816,-0.0,-0.0,-0.5066060021121334,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2373188927354898,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1648897747623237,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.4715437801853069,-0.0,-0.0,-0.0,-0.0,-0.46855819350394057,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.285599668412221,-0.0,0.0,0.20281748623747728,-0.0,0.0,0.17910112277141735,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.08892953935636949,-0.0,-0.010308083628655445,-0.0,-0.0
-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.144956842530076,-0.7539781533039862,-0.0,5.086372704779592,-1.458234233251735,-0.0,-0.112846961704021,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.123286109260667,-0.0,-0.13615852938160408,-0.5559669550474424,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.12155324537620663,-0.0,-0.2949393189597972,-0.010431881358612576,-0.0,-0.3119603573108225,-0.7301705713329366,-0.12165953208853632,-0.0,0.0,-0.0,-0.2597896918484434,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.5018952984025735,0.0,-0.0,0.0,0.0,0.3354761432264384,-0.0,-0.0,0.0,-0.08712925910245092,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.16300225125317483,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11377307466938424,-0.12855007990785924,-0.28875959682113006,0.0,-0.0,-0.0,-0.0,-0.0,-0.07320510563864802,-0.0,-0.303413221455318,-0.0,-0.0,-1.458234233251735,4.384786547156846,-0.0,-0.0,-0.0,0.0,0.0,-0.2000189260118428,-0.0,-0.8876763104217437,-0.0,0.0,-0.0,0.03885583916566326,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.05259814424371164,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.4348715642943586,-0.0,0.0,-0.0,-0.26307264701425087,-0.0,-0.0,-0.0,-0.0,-0.7395074130249725,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.4586618841203828,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.16566026495035077,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
